time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230703:2111,0.0,0.0,0.0,0.0,0.0,16.85,2.28,0.0
20230703:2211,0.0,0.0,0.0,0.0,0.0,16.03,2.21,0.0
20230703:2311,0.0,0.0,0.0,0.0,0.0,15.52,2.28,0.0
20230704:0011,0.0,0.0,0.0,0.0,0.0,15.24,2.55,0.0
20230704:0111,0.0,0.0,0.0,0.0,0.0,15.1,2.9,0.0
20230704:0211,0.0,0.0,0.0,0.0,0.0,15.25,3.24,0.0
20230704:0311,0.0,0.0,1.0,0.0,1.67,15.42,3.72,0.0
20230704:0411,202.95,12.0,62.0,0.0,9.46,15.82,4.07,0.0
20230704:0511,237.78,0.0,80.0,0.0,18.03,16.72,4.14,0.0
20230704:0611,1387.26,248.0,139.0,0.0,27.04,17.77,4.76,0.0
20230704:0711,1877.8,321.0,191.0,0.0,36.14,18.72,5.72,0.0
20230704:0811,2220.52,351.0,255.0,0.0,44.89,19.41,5.59,0.0
20230704:0911,2282.9,281.0,346.0,0.0,52.62,20.1,5.66,0.0
20230704:1011,2888.32,544.01,251.0,0.0,58.25,20.63,6.07,0.0
20230704:1111,1697.31,58.0,413.0,0.0,60.37,20.84,6.21,0.0
20230704:1211,2299.72,237.0,398.0,0.0,58.2,21.07,6.07,0.0
20230704:1311,2836.8,619.01,162.0,0.0,52.53,21.56,6.14,0.0
20230704:1411,2382.57,468.0,188.0,0.0,44.78,21.65,5.66,0.0
20230704:1511,1541.34,171.0,259.0,0.0,36.02,21.82,5.24,0.0
20230704:1611,806.98,35.0,200.0,0.0,26.92,21.56,4.62,0.0
20230704:1711,748.44,122.0,109.0,0.0,17.92,21.2,3.66,0.0
20230704:1811,196.56,13.0,61.0,0.0,9.36,20.51,2.41,0.0
20230704:1911,0.0,0.0,3.0,0.0,1.57,19.18,2.14,0.0
20230704:2011,0.0,0.0,0.0,0.0,0.0,17.41,1.24,0.0
20230704:2111,0.0,0.0,0.0,0.0,0.0,16.94,0.97,0.0
20230704:2211,0.0,0.0,0.0,0.0,0.0,14.39,1.79,0.0
20230704:2311,0.0,0.0,0.0,0.0,0.0,13.52,2.0,0.0
20230705:0011,0.0,0.0,0.0,0.0,0.0,13.18,2.28,0.0
20230705:0111,0.0,0.0,0.0,0.0,0.0,13.01,2.41,0.0
20230705:0211,0.0,0.0,0.0,0.0,0.0,13.0,2.62,0.0
20230705:0311,0.0,0.0,1.0,0.0,1.57,13.3,2.83,0.0
20230705:0411,37.04,0.0,21.0,0.0,9.37,14.54,3.1,0.0
20230705:0511,315.99,2.0,99.0,0.0,17.94,15.98,3.79,0.0
20230705:0611,341.19,0.0,108.0,0.0,26.95,17.12,3.93,0.0
20230705:0711,0.0,0.0,0.0,0.0,0.0,19.42,3.66,0.0
20230705:0811,512.46,0.0,155.0,0.0,44.79,19.8,3.93,0.0
20230705:0911,740.48,0.0,216.0,0.0,52.52,20.41,4.07,0.0
20230705:1011,1648.98,59.0,403.0,0.0,58.16,21.16,4.14,0.0
20230705:1111,1738.62,70.0,418.0,0.0,60.28,22.39,4.9,0.0
20230705:1211,1596.42,51.0,398.0,0.0,58.13,22.94,5.52,0.0
20230705:1311,1319.36,27.0,347.0,0.0,52.47,23.42,5.72,0.0
20230705:1411,1681.65,137.0,335.0,0.0,44.73,23.87,5.72,0.0
20230705:1511,1820.25,319.0,190.0,0.0,35.98,23.91,5.72,0.0
20230705:1611,1282.68,210.0,157.0,0.0,26.88,23.29,5.72,0.0
20230705:1711,800.68,160.0,89.0,0.0,17.87,22.12,5.24,0.0
20230705:1811,283.41,62.0,52.0,0.0,9.31,21.08,4.34,0.0
20230705:1911,0.0,0.0,2.0,0.0,1.52,19.8,3.52,0.0
20230705:2011,0.0,0.0,0.0,0.0,0.0,18.66,3.24,0.0
20230705:2111,0.0,0.0,0.0,0.0,0.0,17.64,3.17,0.0
20230705:2211,0.0,0.0,0.0,0.0,0.0,16.84,3.31,0.0
20230705:2311,0.0,0.0,0.0,0.0,0.0,16.13,3.31,0.0
20230706:0011,0.0,0.0,0.0,0.0,0.0,15.48,3.1,0.0
20230706:0111,0.0,0.0,0.0,0.0,0.0,14.86,2.9,0.0
20230706:0211,0.0,0.0,0.0,0.0,0.0,14.28,2.69,0.0
20230706:0311,0.0,0.0,1.0,0.0,1.47,13.63,2.41,0.0
20230706:0411,266.09,38.0,61.0,0.0,9.27,13.44,2.07,0.0
20230706:0511,757.71,115.0,113.0,0.0,17.84,15.03,1.86,0.0
20230706:0611,1477.8,305.0,109.0,0.0,26.85,16.44,2.48,0.0
20230706:0711,2042.28,432.0,129.0,0.0,35.95,17.76,3.17,0.0
20230706:0811,2392.96,473.0,188.0,0.0,44.69,18.78,3.1,0.0
20230706:0911,2206.22,256.0,358.0,0.0,52.42,19.62,3.17,0.0
20230706:1011,1160.64,7.0,322.0,0.0,58.05,20.53,3.59,0.0
20230706:1111,2178.76,185.0,425.0,0.0,60.18,21.09,3.79,0.0
20230706:1211,1557.94,44.0,395.0,0.0,58.05,21.78,3.86,0.0
20230706:1311,1892.66,144.0,388.0,0.0,52.41,21.89,3.45,0.0
20230706:1411,2119.18,325.0,269.0,0.0,44.68,21.75,3.1,0.0
20230706:1511,1418.54,129.0,272.0,0.0,35.93,21.47,2.55,0.0
20230706:1611,979.29,79.0,205.0,0.0,26.83,21.64,2.14,0.0
20230706:1711,828.9,177.0,83.0,0.0,17.83,21.48,1.66,0.0
20230706:1811,277.97,59.0,53.0,0.0,9.25,21.0,0.97,0.0
20230706:1911,0.0,0.0,5.0,0.0,1.46,19.52,1.17,0.0
20230706:2011,0.0,0.0,0.0,0.0,0.0,18.14,1.1,0.0
20230706:2111,0.0,0.0,0.0,0.0,0.0,17.62,1.03,0.0
20230706:2211,0.0,0.0,0.0,0.0,0.0,17.56,0.9,0.0
20230706:2311,0.0,0.0,0.0,0.0,0.0,16.73,0.97,0.0
20230707:0011,0.0,0.0,0.0,0.0,0.0,14.91,1.24,0.0
20230707:0111,0.0,0.0,0.0,0.0,0.0,13.58,1.45,0.0
20230707:0211,0.0,0.0,0.0,0.0,0.0,13.0,1.52,0.0
20230707:0311,0.0,0.0,1.0,0.0,1.36,12.99,1.38,0.0
20230707:0411,280.17,56.0,53.0,0.0,9.16,13.57,1.17,0.0
20230707:0511,846.36,176.0,83.0,0.0,17.74,14.83,0.41,0.0
20230707:0611,1466.68,323.0,99.0,0.0,26.75,18.73,0.55,0.0
20230707:0711,2003.13,448.0,120.0,0.0,35.84,20.66,1.24,0.0
20230707:0811,2448.81,569.0,132.0,0.0,44.59,22.52,1.59,0.0
20230707:0911,2748.2,662.01,141.0,0.0,52.31,23.6,1.24,0.0
20230707:1011,2900.43,706.01,155.0,0.0,57.94,24.45,1.03,0.0
20230707:1111,2976.98,738.01,150.0,0.0,60.08,25.22,1.17,0.0
20230707:1211,2911.59,716.01,150.0,0.0,57.96,25.75,1.31,0.0
20230707:1311,2713.0,662.01,141.0,0.0,52.34,26.16,1.24,0.0
20230707:1411,2390.17,569.0,132.0,0.0,44.62,26.61,1.31,0.0
20230707:1511,1934.87,442.0,123.0,0.0,35.88,26.79,1.31,0.0
20230707:1611,1391.8,308.0,106.0,0.0,26.78,26.63,1.1,0.0
20230707:1711,777.87,163.0,88.0,0.0,17.77,26.32,0.69,0.0
20230707:1811,266.36,57.0,53.0,0.0,9.19,25.34,0.48,0.0
20230707:1911,0.0,0.0,4.0,0.0,1.39,23.47,1.72,0.0
20230707:2011,0.0,0.0,0.0,0.0,0.0,21.0,2.07,0.0
20230707:2111,0.0,0.0,0.0,0.0,0.0,19.07,2.07,0.0
20230707:2211,0.0,0.0,0.0,0.0,0.0,17.58,2.07,0.0
20230707:2311,0.0,0.0,0.0,0.0,0.0,16.45,2.0,0.0
20230708:0011,0.0,0.0,0.0,0.0,0.0,15.59,2.07,0.0
20230708:0111,0.0,0.0,0.0,0.0,0.0,14.89,2.07,0.0
20230708:0211,0.0,0.0,0.0,0.0,0.0,14.37,1.93,0.0
20230708:0311,0.0,0.0,0.0,0.0,0.0,13.93,1.86,0.0
20230708:0411,268.92,49.0,55.0,0.0,9.05,13.99,1.66,0.0
20230708:0511,828.72,170.0,85.0,0.0,17.63,16.76,1.31,0.0
20230708:0611,1458.4,318.0,101.0,0.0,26.64,19.87,1.38,0.0
20230708:0711,1980.9,439.0,125.0,0.0,35.74,22.4,1.66,0.0
20230708:0811,2411.46,558.0,138.0,0.0,44.48,24.75,1.79,0.0
20230708:0911,2721.06,648.01,150.0,0.0,52.2,26.88,2.07,0.0
20230708:1011,2882.61,701.01,159.0,0.0,57.83,28.06,1.79,0.0
20230708:1111,2923.65,723.01,160.0,0.0,59.97,28.74,1.45,0.0
20230708:1211,2879.32,721.01,149.0,0.0,57.87,29.22,1.45,0.0
20230708:1311,2652.93,640.01,154.0,0.0,52.26,29.59,1.59,0.0
20230708:1411,2331.32,543.0,147.0,0.0,44.55,29.65,1.72,0.0
20230708:1511,1916.42,440.0,125.0,0.0,35.82,29.57,1.72,0.0
20230708:1611,1332.54,275.0,124.0,0.0,26.72,29.26,1.93,0.0
20230708:1711,775.04,162.0,89.0,0.0,17.71,28.59,2.48,0.0
20230708:1811,258.57,53.0,54.0,0.0,9.13,27.11,2.76,0.0
20230708:1911,0.0,0.0,0.0,0.0,0.0,25.27,3.31,0.0
20230708:2011,0.0,0.0,0.0,0.0,0.0,23.36,3.31,0.0
20230708:2111,0.0,0.0,0.0,0.0,0.0,21.87,3.1,0.0
20230708:2211,0.0,0.0,0.0,0.0,0.0,20.67,2.76,0.0
20230708:2311,0.0,0.0,0.0,0.0,0.0,19.62,2.55,0.0
20230709:0011,0.0,0.0,0.0,0.0,0.0,18.68,2.41,0.0
20230709:0111,0.0,0.0,0.0,0.0,0.0,17.83,2.28,0.0
20230709:0211,0.0,0.0,0.0,0.0,0.0,16.97,2.14,0.0
20230709:0311,0.0,0.0,0.0,0.0,0.0,16.15,2.0,0.0
20230709:0411,200.02,16.0,59.0,0.0,8.94,16.1,1.79,0.0
20230709:0511,723.78,114.0,109.0,0.0,17.52,18.5,1.59,0.0
20230709:0611,1338.88,259.0,127.0,0.0,26.53,21.0,1.66,0.0
20230709:0711,1879.78,395.0,143.0,0.0,35.63,23.5,1.59,0.0
20230709:0811,2325.24,529.0,148.0,0.0,44.36,25.92,1.45,0.0
20230709:0911,2629.84,625.01,155.0,0.0,52.08,28.15,1.59,0.0
20230709:1011,2781.32,662.01,175.0,0.0,57.71,29.6,1.59,0.0
20230709:1111,2846.16,696.01,169.0,0.0,59.86,30.41,1.45,0.0
20230709:1211,2801.25,697.01,155.0,0.0,57.76,30.97,1.45,0.0
20230709:1311,2604.33,635.01,151.0,0.0,52.18,31.25,1.52,0.0
20230709:1411,2261.16,522.0,153.0,0.0,44.48,31.43,1.66,0.0
20230709:1511,1794.24,382.0,152.0,0.0,35.75,31.36,1.59,0.0
20230709:1611,1025.14,116.0,195.0,0.0,26.66,31.04,1.79,0.0
20230709:1711,601.92,69.0,126.0,0.0,17.64,30.41,2.41,0.0
20230709:1811,195.66,18.0,60.0,0.0,9.06,28.95,2.69,0.0
20230709:1911,0.0,0.0,0.0,0.0,0.0,26.99,2.97,0.0
20230709:2011,0.0,0.0,0.0,0.0,0.0,25.34,3.1,0.0
20230709:2111,0.0,0.0,0.0,0.0,0.0,24.19,2.9,0.0
20230709:2211,0.0,0.0,0.0,0.0,0.0,23.32,2.62,0.0
20230709:2311,0.0,0.0,0.0,0.0,0.0,22.53,2.41,0.0
20230710:0011,0.0,0.0,0.0,0.0,0.0,21.92,2.34,0.0
20230710:0111,0.0,0.0,0.0,0.0,0.0,21.35,2.34,0.0
20230710:0211,0.0,0.0,0.0,0.0,0.0,20.85,2.21,0.0
20230710:0311,0.0,0.0,0.0,0.0,0.0,20.36,2.07,0.0
20230710:0411,96.48,1.0,40.0,0.0,8.82,20.41,2.14,0.0
20230710:0511,81.14,0.0,36.0,0.0,17.4,20.96,2.41,0.0
20230710:0611,77.67,0.0,35.0,0.0,26.42,21.67,3.03,0.0
20230710:0711,1175.98,74.0,269.0,0.0,35.51,25.3,1.45,0.0
20230710:0811,2202.16,452.0,187.0,0.0,44.25,26.48,1.79,0.0
20230710:0911,2496.02,534.0,204.0,0.0,51.96,27.72,1.45,0.0
20230710:1011,2733.84,623.01,191.0,0.0,57.58,27.98,1.59,0.0
20230710:1111,2571.12,454.0,304.0,0.0,59.73,27.37,1.93,0.0
20230710:1211,2847.24,636.01,184.0,0.0,57.66,26.22,3.59,0.0
20230710:1311,824.4,0.0,242.0,0.0,52.09,23.72,3.93,0.0
20230710:1411,1603.35,121.0,332.0,0.0,44.41,24.11,4.62,0.0
20230710:1511,1682.28,262.0,213.0,0.0,35.68,24.76,4.83,0.0
20230710:1611,1043.32,112.0,192.0,0.0,26.59,24.99,4.83,0.0
20230710:1711,387.31,10.0,115.0,0.0,17.57,24.36,4.21,0.0
20230710:1811,188.37,14.0,59.0,0.0,8.98,23.59,3.93,0.0
20230710:1911,0.0,0.0,0.0,0.0,0.0,23.0,2.83,0.0
20230710:2011,0.0,0.0,0.0,0.0,0.0,21.86,2.21,0.0
20230710:2111,0.0,0.0,0.0,0.0,0.0,20.8,2.0,0.0
20230710:2211,0.0,0.0,0.0,0.0,0.0,19.81,1.93,0.0
20230710:2311,0.0,0.0,0.0,0.0,0.0,18.67,1.79,0.0
20230711:0011,0.0,0.0,0.0,0.0,0.0,17.71,1.59,0.0
20230711:0111,0.0,0.0,0.0,0.0,0.0,17.34,1.24,0.0
20230711:0211,0.0,0.0,0.0,0.0,0.0,17.49,0.97,0.0
20230711:0311,0.0,0.0,0.0,0.0,0.0,17.73,0.83,0.0
20230711:0411,173.12,10.0,56.0,0.0,8.7,17.42,0.41,0.0
20230711:0511,750.74,145.0,90.0,0.0,17.28,17.99,0.07,0.0
20230711:0611,1347.12,279.0,112.0,0.0,26.3,20.66,0.76,0.0
20230711:0711,1843.34,372.0,152.0,0.0,35.39,22.41,1.72,0.0
20230711:0811,2325.6,520.0,147.0,0.0,44.12,23.97,1.79,0.0
20230711:0911,2627.06,605.01,161.0,0.0,51.83,25.25,1.66,0.0
20230711:1011,2780.91,628.01,190.0,0.0,57.45,26.3,1.86,0.0
20230711:1111,2922.62,707.01,157.0,0.0,59.61,27.26,2.14,0.0
20230711:1211,2869.29,696.01,151.0,0.0,57.54,27.96,2.34,0.0
20230711:1311,2626.06,617.01,156.0,0.0,51.99,29.02,2.41,0.0
20230711:1411,2206.31,466.0,182.0,0.0,44.32,29.85,2.28,0.0
20230711:1511,1620.13,264.0,213.0,0.0,35.61,30.07,2.14,0.0
20230711:1611,1321.02,286.0,111.0,0.0,26.52,30.17,2.28,0.0
20230711:1711,716.31,139.0,95.0,0.0,17.49,29.82,2.48,0.0
20230711:1811,231.98,40.0,56.0,0.0,8.9,28.52,2.83,0.0
20230711:1911,0.0,0.0,0.0,0.0,0.0,26.43,2.97,0.0
20230711:2011,0.0,0.0,0.0,0.0,0.0,25.13,3.24,0.0
20230711:2111,0.0,0.0,0.0,0.0,0.0,24.35,3.66,0.0
20230711:2211,0.0,0.0,0.0,0.0,0.0,23.98,4.0,0.0
20230711:2311,0.0,0.0,0.0,0.0,0.0,23.57,4.07,0.0
20230712:0011,0.0,0.0,0.0,0.0,0.0,23.22,4.0,0.0
20230712:0111,0.0,0.0,0.0,0.0,0.0,22.87,3.86,0.0
20230712:0211,0.0,0.0,0.0,0.0,0.0,22.61,3.66,0.0
20230712:0311,0.0,0.0,0.0,0.0,0.0,22.41,3.45,0.0
20230712:0411,5.67,0.0,9.0,0.0,8.57,22.67,3.31,0.0
20230712:0511,332.32,5.0,104.0,0.0,17.16,23.42,4.0,0.0
20230712:0611,366.57,0.0,118.0,0.0,26.18,23.65,3.66,0.0
20230712:0711,696.02,4.0,204.0,0.0,35.27,25.32,5.79,0.0
20230712:0811,2299.18,459.0,182.0,0.0,44.0,24.32,5.66,0.0
20230712:0911,2714.22,610.01,156.0,0.0,51.7,25.07,4.76,0.0
20230712:1011,2217.69,243.0,386.0,0.0,57.31,26.19,5.52,0.0
20230712:1111,2695.77,473.0,293.0,0.0,59.47,26.82,5.79,0.0
20230712:1211,2257.65,264.0,379.0,0.0,57.42,27.0,5.45,0.0
20230712:1311,2098.58,246.0,351.0,0.0,51.89,26.9,5.24,0.0
20230712:1411,2222.1,431.0,200.0,0.0,44.23,27.09,4.83,0.0
20230712:1511,1898.01,411.0,130.0,0.0,35.52,27.19,4.69,0.0
20230712:1611,1295.87,251.0,128.0,0.0,26.43,26.69,4.55,0.0
20230712:1711,728.73,139.0,94.0,0.0,17.41,26.07,4.14,0.0
20230712:1811,241.24,47.0,53.0,0.0,8.81,25.16,3.38,0.0
20230712:1911,0.0,0.0,0.0,0.0,0.0,23.66,2.62,0.0
20230712:2011,0.0,0.0,0.0,0.0,0.0,22.37,2.21,0.0
20230712:2111,0.0,0.0,0.0,0.0,0.0,21.04,2.14,0.0
20230712:2211,0.0,0.0,0.0,0.0,0.0,19.76,1.86,0.0
20230712:2311,0.0,0.0,0.0,0.0,0.0,18.81,1.66,0.0
20230713:0011,0.0,0.0,0.0,0.0,0.0,17.85,1.52,0.0
20230713:0111,0.0,0.0,0.0,0.0,0.0,17.96,1.17,0.0
20230713:0211,0.0,0.0,0.0,0.0,0.0,17.53,1.17,0.0
20230713:0311,0.0,0.0,0.0,0.0,0.0,17.0,1.24,0.0
20230713:0411,170.64,12.0,54.0,0.0,8.44,17.05,1.17,0.0
20230713:0511,699.44,114.0,104.0,0.0,17.03,18.92,1.31,0.0
20230713:0611,1347.39,272.0,115.0,0.0,26.05,20.27,2.07,0.0
20230713:0711,1909.89,403.0,134.0,0.0,35.14,21.54,2.55,0.0
20230713:0811,1788.39,185.0,318.0,0.0,43.87,22.74,3.59,0.0
20230713:0911,2713.14,586.01,175.0,0.0,51.56,22.87,4.21,0.0
20230713:1011,2588.72,409.0,318.0,0.0,57.17,23.17,4.69,0.0
20230713:1111,2989.62,653.01,192.0,0.0,59.33,23.67,4.55,0.0
20230713:1211,2806.11,558.01,236.0,0.0,57.3,24.23,4.48,0.0
20230713:1311,2118.92,244.0,355.0,0.0,51.78,24.64,4.41,0.0
20230713:1411,2182.32,382.0,232.0,0.0,44.14,24.34,4.28,0.0
20230713:1511,1873.76,371.0,156.0,0.0,35.44,24.0,4.41,0.0
20230713:1611,1306.84,242.0,135.0,0.0,26.35,23.74,4.41,0.0
20230713:1711,367.7,8.0,111.0,0.0,17.32,23.39,3.86,0.0
20230713:1811,55.62,0.0,28.0,0.0,8.71,22.79,3.31,0.0
20230713:1911,0.0,0.0,0.0,0.0,0.0,20.45,2.14,0.0
20230713:2011,0.0,0.0,0.0,0.0,0.0,19.51,2.0,0.0
20230713:2111,0.0,0.0,0.0,0.0,0.0,18.77,2.07,0.0
20230713:2211,0.0,0.0,0.0,0.0,0.0,17.98,1.93,0.0
20230713:2311,0.0,0.0,0.0,0.0,0.0,17.24,1.93,0.0
20230714:0011,0.0,0.0,0.0,0.0,0.0,16.39,1.93,0.0
20230714:0111,0.0,0.0,0.0,0.0,0.0,15.73,1.93,0.0
20230714:0211,0.0,0.0,0.0,0.0,0.0,15.03,1.93,0.0
20230714:0311,0.0,0.0,0.0,0.0,0.0,14.41,1.86,0.0
20230714:0411,86.13,1.0,36.0,0.0,8.31,14.34,1.52,0.0
20230714:0511,606.42,66.0,120.0,0.0,16.9,16.63,1.45,0.0
20230714:0611,1176.88,169.0,167.0,0.0,25.92,18.1,1.45,0.0
20230714:0711,1799.06,333.0,172.0,0.0,35.01,19.21,1.45,0.0
20230714:0811,2333.16,510.0,152.0,0.0,43.73,20.75,1.38,0.0
20230714:0911,2631.56,571.01,182.0,0.0,51.42,21.96,1.79,0.0
20230714:1011,2652.8,491.0,272.0,0.0,57.02,22.91,2.07,0.0
20230714:1111,2641.46,458.0,304.0,0.0,59.18,23.63,2.21,0.0
20230714:1211,2438.59,365.0,338.0,0.0,57.16,24.21,2.21,0.0
20230714:1311,1899.4,169.0,376.0,0.0,51.67,24.96,2.55,0.0
20230714:1411,1692.72,161.0,325.0,0.0,44.04,25.45,2.55,0.0
20230714:1511,1812.56,360.0,161.0,0.0,35.34,25.23,2.07,0.0
20230714:1611,1047.74,122.0,188.0,0.0,26.25,25.17,1.31,0.0
20230714:1711,499.46,34.0,126.0,0.0,17.22,25.13,0.48,0.0
20230714:1811,234.99,48.0,51.0,0.0,8.61,24.8,1.79,0.0
20230714:1911,0.0,0.0,0.0,0.0,0.0,23.41,2.48,0.0
20230714:2011,0.0,0.0,0.0,0.0,0.0,22.01,2.76,0.0
20230714:2111,0.0,0.0,0.0,0.0,0.0,21.1,2.9,0.0
20230714:2211,0.0,0.0,0.0,0.0,0.0,20.41,3.1,0.0
20230714:2311,0.0,0.0,0.0,0.0,0.0,20.0,3.38,0.0
20230715:0011,0.0,0.0,0.0,0.0,0.0,19.68,3.38,0.0
20230715:0111,0.0,0.0,0.0,0.0,0.0,19.33,3.31,0.0
20230715:0211,0.0,0.0,0.0,0.0,0.0,19.04,3.31,0.0
20230715:0311,0.0,0.0,0.0,0.0,0.0,18.77,3.31,0.0
20230715:0411,111.56,3.0,43.0,0.0,8.17,18.67,3.24,0.0
20230715:0511,665.32,103.0,105.0,0.0,16.76,19.85,2.97,0.0
20230715:0611,1296.72,254.0,120.0,0.0,25.79,22.07,3.24,0.0
20230715:0711,1881.36,409.0,126.0,0.0,34.88,24.75,3.17,0.0
20230715:0811,2360.16,547.0,130.0,0.0,43.59,27.32,3.52,0.0
20230715:0911,2630.74,607.01,156.0,0.0,51.27,29.53,4.07,0.0
20230715:1011,2753.37,609.01,197.0,0.0,56.86,31.2,4.48,0.0
20230715:1111,2899.71,700.01,157.0,0.0,59.03,32.45,4.41,0.0
20230715:1211,2794.41,671.01,160.0,0.0,57.03,33.48,4.07,0.0
20230715:1311,2554.78,600.01,162.0,0.0,51.54,34.23,3.59,0.0
20230715:1411,587.16,0.0,187.0,0.0,43.93,34.59,3.17,0.0
20230715:1511,1211.58,99.0,268.0,0.0,35.24,34.82,2.62,0.0
20230715:1611,414.86,1.0,137.0,0.0,26.15,34.67,2.14,0.0
20230715:1711,160.42,0.0,63.0,0.0,17.12,34.21,1.72,0.0
20230715:1811,5.18,0.0,9.0,0.0,8.5,32.75,2.21,0.0
20230715:1911,0.0,0.0,0.0,0.0,0.0,30.32,1.86,0.0
20230715:2011,0.0,0.0,0.0,0.0,0.0,29.5,0.34,0.0
20230715:2111,0.0,0.0,0.0,0.0,0.0,26.78,1.52,0.0
20230715:2211,0.0,0.0,0.0,0.0,0.0,26.07,2.9,0.0
20230715:2311,0.0,0.0,0.0,0.0,0.0,24.37,4.21,0.0
20230716:0011,0.0,0.0,0.0,0.0,0.0,23.2,3.59,0.0
20230716:0111,0.0,0.0,0.0,0.0,0.0,22.85,3.17,0.0
20230716:0211,0.0,0.0,0.0,0.0,0.0,22.76,3.66,0.0
20230716:0311,0.0,0.0,0.0,0.0,0.0,22.07,3.1,0.0
20230716:0411,3.82,0.0,8.0,0.0,8.02,21.17,3.03,0.0
20230716:0511,349.2,8.0,105.0,0.0,16.63,20.97,2.97,0.0
20230716:0611,1330.34,273.0,110.0,0.0,25.65,21.76,3.45,0.0
20230716:0711,1398.87,134.0,258.0,0.0,34.74,21.57,4.83,0.0
20230716:0811,903.92,6.0,255.0,0.0,43.45,22.16,4.76,0.0
20230716:0911,2463.93,431.0,260.0,0.0,51.12,23.22,4.34,0.0
20230716:1011,2778.34,568.01,222.0,0.0,56.7,24.6,4.0,0.0
20230716:1111,2255.76,250.0,395.0,0.0,58.87,26.04,4.14,0.0
20230716:1211,2446.34,369.0,332.0,0.0,56.88,27.03,4.41,0.0
20230716:1311,2147.81,278.0,337.0,0.0,51.42,27.87,4.83,0.0
20230716:1411,2119.5,374.0,231.0,0.0,43.81,28.13,4.97,0.0
20230716:1511,1783.62,348.0,163.0,0.0,35.13,28.06,4.83,0.0
20230716:1611,1132.34,165.0,169.0,0.0,26.05,27.6,4.48,0.0
20230716:1711,542.84,51.0,123.0,0.0,17.01,26.98,3.93,0.0
20230716:1811,209.07,33.0,54.0,0.0,8.39,26.21,3.03,0.0
20230716:1911,0.0,0.0,0.0,0.0,0.0,25.05,2.0,0.0
20230716:2011,0.0,0.0,0.0,0.0,0.0,23.39,1.72,0.0
20230716:2111,0.0,0.0,0.0,0.0,0.0,21.61,1.66,0.0
20230716:2211,0.0,0.0,0.0,0.0,0.0,20.35,1.52,0.0
20230716:2311,0.0,0.0,0.0,0.0,0.0,19.6,1.38,0.0
20230717:0011,0.0,0.0,0.0,0.0,0.0,20.47,0.9,0.0
20230717:0111,0.0,0.0,0.0,0.0,0.0,20.22,0.48,0.0
20230717:0211,0.0,0.0,0.0,0.0,0.0,19.62,0.69,0.0
20230717:0311,0.0,0.0,0.0,0.0,0.0,18.15,1.03,0.0
20230717:0411,103.23,2.0,41.0,0.0,7.88,17.3,1.17,0.0
20230717:0511,362.84,9.0,107.0,0.0,16.49,18.64,1.38,0.0
20230717:0611,1179.5,185.0,156.0,0.0,25.51,21.08,2.07,0.0
20230717:0711,1667.52,265.0,206.0,0.0,34.6,22.73,3.03,0.0
20230717:0811,2389.41,530.0,139.0,0.0,43.31,23.83,4.48,0.0
20230717:0911,2759.94,630.01,146.0,0.0,50.96,24.77,5.17,0.0
20230717:1011,1749.24,90.0,407.0,0.0,56.54,25.58,5.38,0.0
20230717:1111,1954.26,134.0,422.0,0.0,58.7,26.29,5.52,0.0
20230717:1211,2459.38,356.0,342.0,0.0,56.73,26.32,5.45,0.0
20230717:1311,2663.28,572.01,182.0,0.0,51.28,26.56,5.45,0.0
20230717:1411,2332.48,494.0,163.0,0.0,43.69,26.34,5.59,0.0
20230717:1511,1902.6,402.0,134.0,0.0,35.02,25.46,5.59,0.0
20230717:1611,1080.18,130.0,184.0,0.0,25.94,24.67,5.31,0.0
20230717:1711,611.64,75.0,118.0,0.0,16.9,24.02,4.9,0.0
20230717:1811,196.16,26.0,54.0,0.0,8.27,23.32,4.0,0.0
20230717:1911,0.0,0.0,0.0,0.0,0.0,22.07,4.62,0.0
20230717:2011,0.0,0.0,0.0,0.0,0.0,20.48,3.38,0.0
20230717:2111,0.0,0.0,0.0,0.0,0.0,19.72,3.45,0.0
20230717:2211,0.0,0.0,0.0,0.0,0.0,18.69,3.45,0.0
20230717:2311,0.0,0.0,0.0,0.0,0.0,17.86,3.03,0.0
20230718:0011,0.0,0.0,0.0,0.0,0.0,17.04,2.97,0.0
20230718:0111,0.0,0.0,0.0,0.0,0.0,16.29,2.83,0.0
20230718:0211,0.0,0.0,0.0,0.0,0.0,15.64,2.76,0.0
20230718:0311,0.0,0.0,0.0,0.0,0.0,15.11,2.69,0.0
20230718:0411,194.8,31.0,49.0,0.0,7.73,14.94,2.34,0.0
20230718:0511,705.82,128.0,91.0,0.0,16.34,15.78,2.97,0.0
20230718:0611,1252.62,209.0,144.0,0.0,25.37,17.1,3.52,0.0
20230718:0711,1934.06,402.0,130.0,0.0,34.46,18.21,3.52,0.0
20230718:0811,2215.8,391.0,221.0,0.0,43.16,19.63,3.59,0.0
20230718:0911,2601.58,503.0,222.0,0.0,50.81,20.97,3.79,0.0
20230718:1011,2708.82,492.01,270.0,0.0,56.37,22.19,3.86,0.0
20230718:1111,2646.36,430.0,318.0,0.0,58.53,22.97,3.86,0.0
20230718:1211,2699.73,494.01,271.0,0.0,56.57,23.5,3.79,0.0
20230718:1311,2265.88,318.0,323.0,0.0,51.14,23.53,3.45,0.0
20230718:1411,2147.98,373.0,234.0,0.0,43.57,23.55,3.1,0.0
